input,taxid,taxon,tax_rank,tax_division,parentid,parentname,specimenrecords,representitive_image.image,representitive_image.apectratio,taxonrep
Nephtys,122715,Nephtys,genus,Animalia,122714,Nephtyidae,825,HZPLY/BIOUG06397-A09-2+1372283840.jpg,1.425,Nephtys
Nephtys caecoides,205778,Nephtys caecoides,species,Animalia,122715,Nephtys,51,BHAK/An_Nephtys_caecoides_BHAK-0018dHAK_00259+1602546740.JPG,1.513,Nephtys caecoides
Nephtys ferruginea,370460,Nephtys ferruginea,species,Animalia,122715,Nephtys,64,BHAK/dHAKB-01399a+1598038282.jpg,1.52,Nephtys ferruginea
Nephtys punctata,190378,Nephtys punctata,species,Animalia,122715,Nephtys,2,NA,NA,Nephtys punctata
Nereiphylla,205814,Nereiphylla,genus,Animalia,29430,Phyllodocidae,79,BCPOL/BAMPOL0355+1217265972.JPG,1.333,Nereiphylla
Nereis,160009,Nereis,genus,Animalia,214496,Nereidinae,707,ARCMI/BIOUG14663-E09+1416619680.JPG,1.499,Nereis
Nereis latescens,955917,Nereis latescens,species,Animalia,160009,Nereis,3,POIMB/dOIMB_01626a+1572003480.jpg,2.807,Nereis latescens
Nereis pelagica,177411,Nereis pelagica,species,Animalia,160009,Nereis,60,POLNB/UMBergen_NB_polych34+1378474758.jpg,1.499,Nereis pelagica
Neverita,151919,Neverita,genus,Animalia,346033,Polinicinae,47,AKMOL/11BIOAK-0492+1320077944.JPG,1.499,NA
Neverita lewisii,593199,Neverita lewisii,species,Animalia,151919,Neverita,11,AKMOL/11BIOAK-0492+1320077944.JPG,1.499,Neverita lewisii
Nicippe tumida,370413,Nicippe tumida,species,Animalia,370412,Nicippe,8,CMBIA/00134Nicippe_tumidaVRRWScale+1321990444.jpg,1.333,Nicippe tumida
Nicolea,256927,Nicolea,genus,Animalia,100790,Terebellinae,96,WSPO/ws0011+1259866942.JPG,1.333,Nicolea
Nicomache,266407,Nicomache,genus,Animalia,266406,Nicomachinae,141,POLNB/ZMBN_98219_4+1424895450.JPG,1.499,NA
Nicomache lumbricalis,516092,Nicomache lumbricalis,species,Animalia,266407,Nicomache,29,LABBI/IMG_0367+1243006552.JPG,1.499,Nicomache lumbricalis
Nicomache personata,544199,Nicomache personata,species,Animalia,266407,Nicomache,16,HZPLY/BIOUG06837-F11+1428017460.jpg,1.339,Nicomache personata
Ninoe,82853,Ninoe,genus,Animalia,82852,Lumbrineridae,95,NBPOL/HP_0296+1221834416.JPG,1.499,Ninoe
Ninoe palmata,535666,Ninoe palmata,species,Animalia,82853,Ninoe,12,HZPLY/BIOUG06397-E04+1372347316.jpg,1.19,Ninoe palmata
Ninoe tridentata,370463,Ninoe tridentata,species,Animalia,82853,Ninoe,3,CMBIA/00246Ninoe_tridentataLateralVRR+1323113904.jpg,1.333,Ninoe tridentata
Notomastus,122707,Notomastus,genus,Animalia,122706,Capitellidae,177,HZPLY/BIOUG03550-a08b+1351633090.jpg,1.333,Notomastus
Notomastus hemipodus,854052,Notomastus hemipodus,species,Animalia,122707,Notomastus,7,BBPS/dFHL_11283a+1585275132.jpg,1.852,Notomastus hemipodus
Notomastus latericeus,415334,Notomastus latericeus,species,Animalia,122707,Notomastus,69,HZPLY/BIOUG03550-a08b+1351633090.jpg,1.333,Notomastus latericeus
Notomastus lineatus,1263368,Notomastus lineatus,species,Animalia,122707,Notomastus,1,NA,NA,Notomastus lineatus
Notomastus tenuis,942367,Notomastus tenuis,species,Animalia,122707,Notomastus,5,NA,NA,NA
Notopoma,348717,Notopoma,genus,Animalia,455773,Ischyrocerinae,2,NA,NA,NA
Nucula carlottensis,600743,Nucula carlottensis,species,Animalia,2066,Nucula,2,RBCMI/IMG_0536+1396623136.JPG,1.365,Nucula carlottensis
Nuculana,2050,Nuculana,genus,Animalia,449236,Nuculaninae,170,BEAUF/beau2011-174+1325600938.jpg,1.333,Nuculana
Nuculana hamata,600748,Nuculana hamata,species,Animalia,2050,Nuculana,18,RBCMI/IMG_0548+1396623758.JPG,1.382,Nuculana hamata
Nutricola,80261,Nutricola,genus,Animalia,680,Veneridae,49,BHAK/dHAK_01833+1501117994.jpg,1.509,Nutricola
Nutricola lordi,600764,Nutricola lordi,species,Animalia,80261,Nutricola,6,RBCMI/IMG_0639+1396632272.JPG,1.471,Nutricola lordi
Nutricola tantilla,80262,Nutricola tantilla,species,Animalia,80261,Nutricola,12,BHAK/dHAK_01833+1501117994.jpg,1.509,Nutricola tantilla
Nymphon pixellae,236579,Nymphon pixellae,species,Animalia,80510,Nymphon,7,FHL/BMBM-0824+1522880306.JPG,1.09,Nymphon pixellae
Obelia,27176,Obelia,genus,Animalia,27175,Campanulariidae,418,CAISN/BIOUG01747-G09+1345402730.jpg,1.333,Obelia
Obelia geniculata,27177,Obelia geniculata,species,Animalia,27176,Obelia,92,CCSMA/IMG_6964+1229005550.JPG,1.499,Obelia geniculata
Ocinebrina,344000,Ocinebrina,genus,Animalia,269860,Ocenebrinae,410,BCMOL/10BCMOL-00304B+1335233748.JPG,1.383,Ocinebrina
Octobranchus,156143,Octobranchus,genus,Animalia,83176,Trichobranchidae,102,POLNB/ZMBN_95724+1402938172.jpg,1.333,NA
Octopus,4430,Octopus,genus,Animalia,502,Octopodidae,1847,MXQCS/IMG_5240+1227541294.JPG,1.499,Octopus
Odontosyllis,153147,Odontosyllis,genus,Animalia,214480,Eusyllinae,121,POLNB/_93A6517+1431102672.jpg,1.499,NA
Odontosyllis phosphorea,205823,Odontosyllis phosphorea,species,Animalia,153147,Odontosyllis,31,BCPOL/BAMPOL0352+1217262370.JPG,1.333,Odontosyllis phosphorea
Odostomia,502832,Odostomia,genus,Animalia,81653,Pyramidellidae,120,RBCMI/BIOUG12670-H04+1401812160.jpg,1.333,Odostomia
Oenopota,181438,Oenopota,genus,Animalia,532445,Mangeliidae,104,NNMX/IMG_6732+1228498766.JPG,1.499,Oenopota
Oerstedia dorsalis,27101,Oerstedia dorsalis,species,Animalia,25909,Oerstedia,100,NORGE/1148+1370123064.jpg,1.123,Oerstedia dorsalis
Ogyrides,322759,Ogyrides,genus,Animalia,322758,Ogyrididae,7,NA,NA,NA
Olea hansineensis,808601,Olea hansineensis,species,Animalia,808600,Olea,2,FHL/BMBM-0955+1522880308.JPG,1.76,Olea hansineensis
Onuphis,170532,Onuphis,genus,Animalia,214468,Onuphinae,81,HZPLY/BIOUG06836-H08-2+1375962450.jpg,1.275,Onuphis
Onuphis elegans,170533,Onuphis elegans,species,Animalia,170532,Onuphis,14,BHAK/An_Onuphis_elegans_BHAK-3076dHAK_07275+1602546742.JPG,1.414,Onuphis elegans
Onuphis iridescens,214485,Onuphis iridescens,species,Animalia,170532,Onuphis,19,BHAK/dHAKB-01634a+1598295470.jpg,1.504,Onuphis iridescens
Opalia funiculata,996393,Opalia funiculata,species,Animalia,524833,Opalia,3,NA,NA,Opalia funiculata
Ophelia limacina,256917,Ophelia limacina,species,Animalia,171869,Ophelia,20,SKAG/NTNU-VM-TB538+1340077176.jpg,1.333,Ophelia limacina
Ophelina,164301,Ophelina,genus,Animalia,210796,Ophelininae,374,POLNO/NTNU-VM-TB573+1340078960.jpg,1.333,Ophelina
Ophelina acuminata,195119,Ophelina acuminata,species,Animalia,164301,Ophelina,51,POLNO/NTNU-VM-TB594+1340080318.jpg,1.333,Ophelina acuminata
Ophiacantha,99923,Ophiacantha,genus,Animalia,99922,Ophiacanthidae,2186,OPHNB/UMBergen_NB_ophiu75_2+1389722092.jpg,1.499,Ophiacantha
Ophiactis simplex,164841,Ophiactis simplex,species,Animalia,84448,Ophiactis,51,ARIR/11450+1532472332.jpg,1.499,Ophiactis simplex
Ophiodermella,722679,Ophiodermella,genus,Animalia,344167,Borsoniidae,3,RBCMI/DSC_1703+1443640119.JPG,1.499,NA
Ophiodermella inermis,722680,Ophiodermella inermis,species,Animalia,722679,Ophiodermella,2,RBCMI/DSC_1703+1443640119.JPG,1.499,Ophiodermella inermis
Ophionereis annulata,219914,Ophionereis annulata,species,Animalia,27579,Ophionereis,18,NA,NA,NA
Ophionereis eurybrachiplax,219920,Ophionereis eurybrachiplax,species,Animalia,27579,Ophionereis,3,ECHCA/CCDB-25432_F05+1527507482.jpg,1.4,Ophionereis eurybrachiplax
Ophiopteris papillosa,160334,Ophiopteris papillosa,species,Animalia,160333,Ophiopteris,23,CNOI/CNO_KFM-106+1260149094.jpg,0.632,Ophiopteris papillosa
Ophioscolex corynetes,140253,Ophioscolex corynetes,species,Animalia,125337,Ophioscolex,4,DSPEC/IMG_0933+1220464294.JPG,1.079,Ophioscolex corynetes
Ophiosphalma jolliense,220379,Ophiosphalma jolliense,species,Animalia,220374,Ophiosphalma,7,DSPEC/IMG_1047+1221261428.JPG,1.298,Ophiosphalma jolliense
Ophiura,28797,Ophiura,genus,Animalia,193669,Ophiurinae,1091,OPHNB/UMBergen_NB_ophiu80_2+1389722258.jpg,1.499,Ophiura
Ophiura luetkenii,220448,Ophiura luetkenii,species,Animalia,28797,Ophiura,43,DSPEC/IMG_0567+1225373788.JPG,1.164,Ophiura luetkenii
Ophiura sarsii,220470,Ophiura sarsii,species,Animalia,28797,Ophiura,254,LABBI/IMG_0470+1243005462.JPG,1.499,Ophiura sarsii
Ophryotrocha,80791,Ophryotrocha,genus,Animalia,79663,Dorvilleidae,340,TODAH/ZMBN_104821+1442341916.jpg,1.333,Ophryotrocha
Opisa tridentata,499244,Opisa tridentata,species,Animalia,499243,Opisa,2,CMBIA/00617Opisa_tridentataVRRHiResWScale+1351801152.jpg,1.333,Opisa tridentata
Opisthodonta,506782,Opisthodonta,genus,Animalia,125418,Syllidae,3,NA,NA,NA
Orbinia johnsoni,606438,Orbinia johnsoni,species,Animalia,79727,Orbinia,10,NA,NA,NA
Orchestia,5323,Orchestia,genus,Animalia,1601,Talitridae,601,WWAMP/TALOS02-16+1232985596.jpg,1.317,Orchestia
Orchomene,123295,Orchomene,genus,Animalia,890290,Tryphosidae,45,WWAMP/BSM09T35-01+1248975148.JPG,1.333,Orchomene
Orchomenella,111726,Orchomenella,genus,Animalia,890290,Tryphosidae,182,WWGSL/BSM07T6-09+1223925452.jpg,1.317,Orchomenella
Orchomenella decipiens,981323,Orchomenella decipiens,species,Animalia,111726,Orchomenella,3,NA,NA,NA
Orchomenella pinguis,111728,Orchomenella pinguis,species,Animalia,111726,Orchomenella,13,WWGSL/BSM07T6-09+1223925452.jpg,1.317,Orchomenella pinguis
Orthopagurus minimus,803354,Orthopagurus minimus,species,Animalia,323062,Orthopagurus,2,BHAK/dHAK_07204a+1518113814.jpg,1.461,Orthopagurus minimus
Ostrea,2016,Ostrea,genus,Animalia,950296,Ostreinae,428,CBMB/IMG_2546+1268311882.JPG,1.333,NA
Ostrea lurida,600784,Ostrea lurida,species,Animalia,2016,Ostrea,61,RBCMI/IMG_7953+1396617762.JPG,1.432,Ostrea lurida
Owenia collaris,807891,Owenia collaris,species,Animalia,29434,Owenia,25,BHAK/An_Owenia_collaris_BHAK-0958dHAK_02840+1602546742.JPG,1.502,Owenia collaris
Owenia johnsoni,955710,Owenia johnsoni,species,Animalia,29434,Owenia,7,LHABC/CCDB31230_B03.4+1633570560.JPG,1.499,Owenia johnsoni
Oxydromus pugettensis,715072,Oxydromus pugettensis,species,Animalia,529982,Oxydromus,61,BCPOL/BAMPOL0074+1217344308.JPG,1.499,Oxydromus pugettensis
Pachycerianthus,526161,Pachycerianthus,genus,Animalia,81183,Cerianthidae,67,KHMS/IMG_8558+1390235256.JPG,1.495,NA
Pachygrapsus crassipes,576218,Pachygrapsus crassipes,species,Animalia,84097,Pachygrapsus,189,ZPC/bioug01207-f12+1386171658.jpg,1.333,Pachygrapsus crassipes
Pachynus barnardi,499223,Pachynus barnardi,species,Animalia,499222,Pachynus,3,LHABC/CCDB31224_E11.3+1632761929.JPG,1.499,Pachynus barnardi
Pachythyone rubra,899942,Pachythyone rubra,species,Animalia,899941,Pachythyone,1,NA,NA,NA
Pacifacanthomysis nephrophthalma,981066,Pacifacanthomysis nephrophthalma,species,Animalia,981065,Pacifacanthomysis,4,BHAK/dHAKB_01191a+1582145257.jpg,2.166,Pacifacanthomysis nephrophthalma
Paguristes,5640,Paguristes,genus,Animalia,69691,Diogenidae,207,SEAKY/MBA066247+1441829916.jpg,1.509,Paguristes
Paguristes turgidus,8377,Paguristes turgidus,species,Animalia,5640,Paguristes,17,DFO/P6055337+1307293932.JPG,1.333,Paguristes turgidus
Paguristes ulreyi,1075822,Paguristes ulreyi,species,Animalia,5640,Paguristes,2,NA,NA,NA
Pagurus,4927,Pagurus,genus,Animalia,1496,Paguridae,1795,BIM/DS_26_4_hermit_crab+1375623272.jpg,1.778,Pagurus
Pagurus beringanus,395175,Pagurus beringanus,species,Animalia,4927,Pagurus,28,DFO/P6185840+1308426690.JPG,1.333,Pagurus beringanus
Pagurus hartae,803346,Pagurus hartae,species,Animalia,4927,Pagurus,13,NJCGS/IMG_7452+1297964700.jpg,1.499,Pagurus hartae
Pagurus quaylei,981679,Pagurus quaylei,species,Animalia,4927,Pagurus,1,BHAK/dHAK_06611a+1518031070.jpg,1.954,Pagurus quaylei
Palaemon macrodactylus,500011,Palaemon macrodactylus,species,Animalia,5525,Palaemon,149,BNSDE/MT08136+1390415500.JPG,1.333,Palaemon macrodactylus
Palaemonella holmesi,944150,Palaemonella holmesi,species,Animalia,276334,Palaemonella,2,NA,NA,NA
Paleanotus bellis,786506,Paleanotus bellis,species,Animalia,211804,Paleanotus,15,BCPOL/bp2010-002+1283890258.jpg,1.333,Paleanotus bellis
Pandora bilirata,600776,Pandora bilirata,species,Animalia,277774,Pandora,17,BHAK/M_Pandora_bilirata_545129BHAK-6748dHAKB_00435+1602546714.JPG,1.809,Pandora bilirata
Pandora filosa,996397,Pandora filosa,species,Animalia,277774,Pandora,2,NA,NA,Pandora filosa
Pannychia moseleyi,140291,Pannychia moseleyi,species,Animalia,140290,Pannychia,78,DSPEC/IMG_1310+1221400352.JPG,1.486,Pannychia moseleyi
Panopea generosa,652946,Panopea generosa,species,Animalia,208524,Panopea,8,NA,NA,NA
Paracaprella,306777,Paracaprella,genus,Animalia,263338,Caprellinae,422,VAFIV/WCH_0726_0278_C_ARMS4_10ml1+1400095174.jpg,1,NA
Paracaudina chilensis,223148,Paracaudina chilensis,species,Animalia,223146,Paracaudina,8,POIMB/dOIMB_03084a+1569436908.jpg,2.045,Paracaudina chilensis
Paracerceis,752218,Paracerceis,genus,Animalia,1630,Sphaeromatidae,65,ARIQ/specimen3316+1501105047.jpg,1.333,Paracerceis
Paracerceis sculpta,891497,Paracerceis sculpta,species,Animalia,752218,Paracerceis,35,NA,NA,NA
Paracyathus stearnsii,265669,Paracyathus stearnsii,species,Animalia,265668,Paracyathus,18,LACSA/DNA_trawl_invert_Paracyathus_stearnsii_T0-61_plate_1_cell_F7Lighter+1285617392.jpg,1.333,Paracyathus stearnsii
Paradialychone bimaculata,955728,Paradialychone bimaculata,species,Animalia,807885,Paradialychone,1,BBPS/dFHL_13162a+1585356648.jpg,1.155,Paradialychone bimaculata
Paradialychone ecaudata,807886,Paradialychone ecaudata,species,Animalia,807885,Paradialychone,31,BHAK/An_Paradialychone_ecaudata_8566BHAK-6836dHAKB_01178+1602546714.JPG,1.751,Paradialychone ecaudata
Paradiopatra,300518,Paradiopatra,genus,Animalia,79669,Onuphidae,47,MIWAP/UMBergen_MBOWA_onup95+1365705008.jpg,1.331,NA
Paradiopatra parva,370466,Paradiopatra parva,species,Animalia,300518,Paradiopatra,10,CMBIA/00254Paradiopatra_parvaDorsalVRR+1323113918.jpg,1.333,Paradiopatra parva
Paradoneis,378442,Paradoneis,genus,Animalia,122725,Paraonidae,51,NBAAV/ZMBN_126864_1+1562359028.jpg,1.333,Paradoneis
Paradoneis lyra,378443,Paradoneis lyra,species,Animalia,378442,Paradoneis,11,DEEP/PGC00056+1305904558.jpg,1.333,Paradoneis lyra
Paralamprops,1203637,Paralamprops,genus,Animalia,1689,Lampropidae,1,NA,NA,Paralamprops
Parametaphoxus,1132761,Parametaphoxus,genus,Animalia,499251,Phoxocephalinae,4,LHABC/CCDB31224_C10.3+1632339718.JPG,1.499,NA
Paramunna,175109,Paramunna,genus,Animalia,122887,Munnidae,7,NOISO/ZMBN_120444+1505760368.jpg,1.333,NA
Paranaitis,212282,Paranaitis,genus,Animalia,29430,Phyllodocidae,55,POLNB/ZMBN_104761+1431111978.jpg,1.499,Paranaitis
Paranaitis polynoides,511734,Paranaitis polynoides,species,Animalia,212282,Paranaitis,1,CMBIA/00665TPP1Paranaitis_polynoidesDorsalClose-upVRR+1358190394.jpg,1.333,Paranaitis polynoides
Paranemertes,25901,Paranemertes,genus,Animalia,1808,Emplectonematidae,180,OPQCS/bn2010-033+1289217538.jpg,1.333,NA
Paranemertes peregrina,25904,Paranemertes peregrina,species,Animalia,25901,Paranemertes,112,OPQCS/bn2010-033+1289217538.jpg,1.333,Paranemertes peregrina
Paranthura elegans,595486,Paranthura elegans,species,Animalia,195711,Paranthura,1,NA,NA,Paranthura elegans
Paranthura japonica,558574,Paranthura japonica,species,Animalia,195711,Paranthura,4,NA,NA,NA
Paraonides,889975,Paraonides,genus,Animalia,122725,Paraonidae,45,BHAK/BHAK2705_Paraonides_platybranchia_[2]+1527875598.JPG,1.499,NA
Paraonides platybranchia,889976,Paraonides platybranchia,species,Animalia,889975,Paraonides,1,BHAK/BHAK2705_Paraonides_platybranchia_[2]+1527875598.JPG,1.499,Paraonides platybranchia
Paraphoxus,512590,Paraphoxus,genus,Animalia,370395,Brolginae,11,AMPNB/UMBergen_NB_amp61+1359559760.JPG,1.499,NA
Paraprionospio alata,370470,Paraprionospio alata,species,Animalia,370469,Paraprionospio,53,CMBIA/00261Paraprionospio_alataLateralVentralDorsalVRR+1323113934.jpg,1.333,Paraprionospio alata
Parasabella,501445,Parasabella,genus,Animalia,100787,Sabellinae,43,FLFIV/FTP_0612_0622_C_ARMS1_10ml1+1400266028.jpg,1,Parasabella
Paraxanthias taylori,668050,Paraxanthias taylori,species,Animalia,276254,Paraxanthias,10,DISA/7781_2018_03_05_14_13_30_[C]+1520277216.jpg,1.499,Paraxanthias taylori
Pardalisca tenuipes,512595,Pardalisca tenuipes,species,Animalia,154892,Pardalisca,11,AMPNB/UMBergen_NB_amp64+1359559760.JPG,1.495,Pardalisca tenuipes
Pardaliscella,706977,Pardaliscella,genus,Animalia,154891,Pardaliscidae,2,AMPNB/ZMBN_104518+1430846760.jpg,1.333,NA
Pareurythoe californica,1075825,Pareurythoe californica,species,Animalia,378420,Pareurythoe,3,NA,NA,NA
Parexogone,729488,Parexogone,genus,Animalia,125418,Syllidae,18,POLNB/ZMBN_125405+1543257406.JPG,1.333,NA
Parougia caeca,1132745,Parougia caeca,species,Animalia,506639,Parougia,1,LHABC/BIOUG48554_A08.1+1640367434.jpg,1.502,Parougia caeca
Parvilucina tenuisculpta,293145,Parvilucina tenuisculpta,species,Animalia,293144,Parvilucina,56,LACSA/DNA_trawl_invert_Parvilucina_tenuisculpta_T4-137_plate_1_cell_C6Lighter+1285617722.jpg,1.333,Parvilucina tenuisculpta
Peachia quinquecapitata,808194,Peachia quinquecapitata,species,Animalia,592478,Peachia,6,POIMB/dOIMB_03497a+1569843380.jpg,1.047,Peachia quinquecapitata
Pectinaria californiensis,299357,Pectinaria californiensis,species,Animalia,79899,Pectinaria,19,CMBIA/DSC_1053Corr+1288127344.jpg,2.53,Pectinaria californiensis
Pennatula phosphorea,381305,Pennatula phosphorea,species,Animalia,381304,Pennatula,15,SWEMA/GNM7464_53Anthozoa1254V+1440704522.JPG,1.499,Pennatula phosphorea
Pentamera,33445,Pentamera,genus,Animalia,33444,Phyllophoridae,179,ECNN/IMG_7441+1335797018.JPG,1.499,Pentamera
Pentamera lissoplaca,33446,Pentamera lissoplaca,species,Animalia,33445,Pentamera,4,NA,NA,Pentamera lissoplaca
Pentamera pediparva,297413,Pentamera pediparva,species,Animalia,33445,Pentamera,6,BHAK/dHAKB_00443a+1580174932.jpg,1.333,Pentamera pediparva
Pentamera populifera,981353,Pentamera populifera,species,Animalia,33445,Pentamera,5,NA,NA,Pentamera populifera
Pentamera pseudocalcigera,160328,Pentamera pseudocalcigera,species,Animalia,33445,Pentamera,21,LACSA/DNA_trawl_invert_Pentamera_pseudocalcigera_T0-305_plate_1_cell_G12Lighter+1285690278.jpg,1.333,Pentamera pseudocalcigera
Pentamera rigida,653112,Pentamera rigida,species,Animalia,33445,Pentamera,3,NA,NA,NA
Peramphithoe,314179,Peramphithoe,genus,Animalia,527077,Ampithoinae,22,NJCGS/10biobc-0857+1291908658.jpg,1.328,NA
Sunamphitoe lindbergi,955920,Sunamphitoe lindbergi,species,Animalia,753824,Sunamphitoe,2,NA,NA,NA
Periploma,1265065,Periploma,genus,Animalia,532726,Periplomatidae,1,NA,NA,NA
Perkinsiana,187357,Perkinsiana,genus,Animalia,30549,Sabellidae,11,POLNB/ZMBN_98515+1421961518.JPG,1.502,Perkinsiana
Perophora,3021,Perophora,genus,Animalia,1215,Perophoridae,87,POIMB/dOIMB_00694a+1565358714.jpg,1.41,Perophora
Perophora annectens,908862,Perophora annectens,species,Animalia,3021,Perophora,8,POIMB/dOIMB_00694a+1565358714.jpg,1.41,Perophora annectens
Petaloclymene pacifica,370472,Petaloclymene pacifica,species,Animalia,370471,Petaloclymene,9,CMBIA/00269Petaloclymene_pacificaLateralVRR+1323113946.jpg,1.333,Petaloclymene pacifica
Petaloproctus neoborealis,1075827,Petaloproctus neoborealis,species,Animalia,516083,Petaloproctus,1,NA,NA,NA
Petalosarsia,514431,Petalosarsia,genus,Animalia,1683,Pseudocumatidae,4,CUMNB/UMBergen_NB_cuma121+1357225282.jpg,1.331,NA
Petricola,81832,Petricola,genus,Animalia,888916,Petricolinae,22,NA,NA,NA
Petricola carditoides,799823,Petricola carditoides,species,Animalia,81832,Petricola,4,POIMB/dOIMB_01677a+1568746894.jpg,1.525,Petricola carditoides
Petrolisthes cinctipes,8488,Petrolisthes cinctipes,species,Animalia,5535,Petrolisthes,28,NJCGS/IMG_7528+1297964928.jpg,1.499,Petrolisthes cinctipes
Phascolion,81292,Phascolion,genus,Animalia,81291,Phascolionidae,41,CMBIA/DSC_1229Corr+1288127408.jpg,1.902,Phascolion
Phascolosoma,81289,Phascolosoma,genus,Animalia,79158,Phascolosomatidae,276,YARRA/15]+1382455060.jpg,0.619,Phascolosoma
Pherusa,195124,Pherusa,genus,Animalia,125434,Flabelligeridae,90,NBPOL/HP_409+1221057948.JPG,1.468,Pherusa
Pherusa neopapillata,370473,Pherusa neopapillata,species,Animalia,195124,Pherusa,2,CMBIA/00271Pherusa_neopapillataLateralVRR+1323113950.jpg,1.333,Pherusa neopapillata
Pherusa papillata,744805,Pherusa papillata,species,Animalia,195124,Pherusa,11,BHAK/dHAK_05717+1501858242.JPG,1.509,Pherusa papillata
Philine,152290,Philine,genus,Animalia,152289,Philinidae,254,MIWAM/ZMBN_92424+1379079498.jpg,1.509,Philine
Philine auriformis,293135,Philine auriformis,species,Animalia,152290,Philine,43,LACSA/DNA_trawl_invert_Philine_auriformis_T0-137_plate_1_cell_F10Crop+1286827594.jpg,1.333,Philine auriformis
Yokoyamaia ornatissima,999446,Yokoyamaia ornatissima,species,Animalia,545056,Yokoyamaia,1,NA,NA,NA
Philinoglossa,990047,Philinoglossa,genus,Animalia,532747,Philinoglossidae,5,NA,NA,NA
Philomedes,1265073,Philomedes,genus,Animalia,299400,Philomedidae,9,NA,NA,Philomedes
Phimochirus californiensis,895662,Phimochirus californiensis,species,Animalia,323070,Phimochirus,3,DISA/7772_DISCOXXXX_2018_03_07_11_03_45_[C]+1520438630.jpg,1.499,Phimochirus californiensis
Pholoe,190334,Pholoe,genus,Animalia,125413,Pholoidae,472,KBPOL/11bioak-1506+1308667118.jpg,1.333,Pholoe
Pholoe glabra,190335,Pholoe glabra,species,Animalia,190334,Pholoe,10,CMBIA/00272Pholoe_glabraDorsalVRR+1323113950.jpg,1.333,Pholoe glabra
Pholoides asperus,205769,Pholoides asperus,species,Animalia,205768,Pholoides,26,BCPOL/BAMPOL0343+1217265968.JPG,1.502,Pholoides asperus
Phoronis,212268,Phoronis,genus,Animalia,599447,Phoronidae,44,POLNB/ZMBN_95384+1399659812.JPG,1.499,Phoronis
Phoronopsis,212265,Phoronopsis,genus,Animalia,599447,Phoronidae,30,BBPS/dFHL_12722a+1585352636.jpg,1.871,Phoronopsis
Photis,299404,Photis,genus,Animalia,84206,Photidae,110,CMBIA/00618Photis_laciaVRR_HiResWScale+1351801154.jpg,1.333,Photis
Photis bifurcata,315744,Photis bifurcata,species,Animalia,299404,Photis,2,BCAMP/BCAMP258-08__BCAMP0258+1217275056.JPG,1.499,Photis bifurcata
Photis brevipes,370414,Photis brevipes,species,Animalia,299404,Photis,16,LHABC/CCDB31224_E05.3+1632353204.JPG,1.499,Photis brevipes
Photis lacia,499245,Photis lacia,species,Animalia,299404,Photis,5,CMBIA/00618Photis_laciaVRR_HiResWScale+1351801154.jpg,1.333,Photis lacia
Phtisica marina,267172,Phtisica marina,species,Animalia,267171,Phtisica,93,SFAM/SFAA11-001+1308771958.jpg,1.333,Phtisica marina
Phyllaplysia taylori,33114,Phyllaplysia taylori,species,Animalia,5922,Phyllaplysia,4,NA,NA,NA
Phyllochaetopterus,81869,Phyllochaetopterus,genus,Animalia,24831,Chaetopteridae,88,BCPOL/BAMPOL0307+1217265956.JPG,1.502,Phyllochaetopterus
Phyllochaetopterus prolifica,205816,Phyllochaetopterus prolifica,species,Animalia,81869,Phyllochaetopterus,25,BCPOL/BAMPOL0307+1217265956.JPG,1.502,Phyllochaetopterus prolifica
Phyllodoce cuspidata,1206945,Phyllodoce cuspidata,species,Animalia,29431,Phyllodoce,2,BHAK/11_05991a+1669420823.jpg,1.796,Phyllodoce cuspidata
Phyllodoce groenlandica,212285,Phyllodoce groenlandica,species,Animalia,29431,Phyllodoce,68,WSPO/ws0017+1259867402.JPG,1.333,Phyllodoce groenlandica
Phyllodoce hartmanae,889974,Phyllodoce hartmanae,species,Animalia,29431,Phyllodoce,4,BBPS/dFHL_11989a+1585340740.jpg,1.517,Phyllodoce hartmanae
Phyllodoce longipes,920994,Phyllodoce longipes,species,Animalia,29431,Phyllodoce,18,NA,NA,NA
Phyllodoce medipapillata,269963,Phyllodoce medipapillata,species,Animalia,29431,Phyllodoce,46,BCPOL/BAMPOL0324+1217002302.JPG,1.584,Phyllodoce medipapillata
Phyllodoce pettiboneae,893617,Phyllodoce pettiboneae,species,Animalia,29431,Phyllodoce,4,"DISA/6832_DISCO6832_2018_10_04_12_27_05_[B,Radius9,Smoothing4]+1538684842.jpg",1.499,Phyllodoce pettiboneae
Phylo,29418,Phylo,genus,Animalia,29417,Orbiniidae,44,POLNB/ZMBN_95352+1396975444.JPG,1.499,NA
Phylo felix,29419,Phylo felix,species,Animalia,29418,Phylo,4,BBPS/dFHL_14082a+1582745508.jpg,1.277,Phylo felix
Pilargis,494713,Pilargis,genus,Animalia,494712,Pilarginae,29,SKAG/Ann251Pilargis_cf._papillata3+1346955870.JPG,0.533,NA
Pilargis berkeleyae,785165,Pilargis berkeleyae,species,Animalia,494713,Pilargis,9,NA,NA,Pilargis berkeleyae
Pinnixa,299388,Pinnixa,genus,Animalia,991156,Pinnixinae,63,CMBIA/IMGP7930+1280184278.jpg,1.345,Pinnixa
Pinnixa littoralis,607495,Pinnixa littoralis,species,Animalia,299388,Pinnixa,1,NA,NA,NA
Pinnixa occidentalis,370415,Pinnixa occidentalis,species,Animalia,299388,Pinnixa,1,NA,NA,Pinnixa occidentalis
