objectid,siteid,estuaryname,stationno,samplecollectiondate,transectreplicate,plotreplicate,substrate,covertype,scientificname,commonname,status,estimatedcover,percentcovercode,daubenmiremidpoint,tallestplantheight_cm,percentcovernotes,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,habitat,live_dead,submissionid,warnings,identificationnotes,unknownreplicate,projectid
3926,NC-NAV,Navarro River,1,16/10/2021 00:00:00,1,5,Mud,vegetation,Distichlis littoralis,shore grass,native,60,5,62.5,18,post-processed by Jan Walker in Sept. 2022,{E0B5E0B8-11B7-4DCB-82F7-23D1CFB884FB},checker,28/9/2022 20:03:35,zaibq@sccwrp.org,18/7/2023 12:32:56,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664395415,,,-88,EMPA
3928,NC-NAV,Navarro River,2,16/10/2021 00:00:00,1,1,Mud,vegetation,Distichlis littoralis,shore grass,native,60,5,62.5,51,post-processed by Jan Walker in Sept. 2022,{A7644FB8-1C8B-435D-83A6-2E525FB24DE7},checker,28/9/2022 20:03:35,zaibq@sccwrp.org,18/7/2023 12:32:56,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664395415,,,-88,EMPA
525,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,1,1,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,35,4,37.5,46,Not recorded,{861558E6-FD2B-4316-AD73-B055D1CA94B9},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
526,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,1,1,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,10,3,15,35,Not recorded,{4E32829F-FBBB-45B1-85AD-2641129BFA98},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
527,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,1,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,55,Not recorded,{B0537EAD-7E91-436C-8473-C0D53D558E8B},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
528,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,1,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,90,6,85,50,Not recorded,{86112A81-CBEE-4391-9C58-D1ADF3CC46A3},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
5306,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,1,5,Not recorded,algae,Ulva intestinalis,sea lettuce,Not recorded,20,3,15,-88,Not recorded,{00000000-0000-0000-0000-000000000000},change request app,14/3/2023 15:41:14,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
1006,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,2,5,Not recorded,vegetation,Salicornia bigelovii,dwarf glasswort,native,60,5,62.5,3,Not recorded,{0B8D56F0-EA01-4372-99AC-492534A001CD},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1238,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,2,4,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,20,3,15,30,Not recorded,{5D489EE8-0676-4A27-BF4C-D2FB890B8C66},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1239,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,2,5,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,20,3,15,40,Not recorded,{50DC6468-9F34-4E10-BB28-A71A2B2C3C87},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1415,SC-NEW,Newport Bay,2,19/3/2021 00:00:00,2,5,Not recorded,vegetation,Limonium californicum,Western marsh-rosemary,native,15,3,15,10,Not recorded,{69C2D08E-7ECE-4B73-9FC6-C94347F0CA56},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Dead,1637789686,,-88,-88,EMPA
1416,SC-NEW,Newport Bay,2,19/3/2021 00:00:00,2,5,Not recorded,vegetation,Limonium californicum,Western marsh-rosemary,native,2,2,3,5,Not recorded,{36E5EF70-719A-4383-A028-E90E8AB64DF3},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1417,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,2,2,Not recorded,vegetation,Limonium californicum,Western marsh-rosemary,native,15,3,15,15,Not recorded,{781D81F5-EBCC-49CB-9332-0FD923D83058},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1418,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,2,3,Not recorded,vegetation,Limonium californicum,Western marsh-rosemary,native,10,3,15,10,Not recorded,{BD20C82E-B9BC-4119-A39A-266E507362C8},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1419,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,2,4,Not recorded,vegetation,Limonium californicum,Western marsh-rosemary,native,20,3,15,15,Not recorded,{8FE3BE7B-B027-4643-9954-1D7B2C4CD3E9},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1420,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,2,5,Not recorded,vegetation,Limonium californicum,Western marsh-rosemary,native,5,2,3,20,Not recorded,{6C9B1825-57C8-4E3B-A363-A9B3D50B7B65},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
3787,NC-BOL,Bolinas Lagoon,1,28/10/2021 00:00:00,2,3,Mud,vegetation,Salicornia pacifica,Pickleweed,native,-88,3,15,20,post-processed by Brent Huges in Sept. 2022,{C20FCAE9-02D6-4C62-9D01-6173B5612199},checker,28/9/2022 20:03:35,zaibq@sccwrp.org,22/6/2023 15:18:08,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664395415,,,-88,EMPA
3788,NC-BOL,Bolinas Lagoon,1,28/10/2021 00:00:00,2,3,Mud,vegetation,Distichlis littoralis,shore grass,native,-88,4,37.5,35,post-processed by Brent Huges in Sept. 2022,{F1E3B7A2-8C9C-461B-821E-553C183454DA},checker,28/9/2022 20:03:35,zaibq@sccwrp.org,22/6/2023 15:18:08,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664395415,,,-88,EMPA
25,SC-NEW,Newport Bay,2,19/3/2021 00:00:00,3,2,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,5,2,3,40,Not recorded,{38443C1E-01D3-4EB3-8B85-4DAF47600F6D},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Brackish,Dead,1637789686,,-88,-88,EMPA
26,SC-NEW,Newport Bay,2,19/3/2021 00:00:00,3,3,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,2,2,3,30,Not recorded,{57C5F6CF-0952-4872-A1B7-C4672B1A1C62},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Brackish,Live,1637789686,,-88,-88,EMPA
27,SC-NEW,Newport Bay,2,19/3/2021 00:00:00,3,4,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,5,2,3,30,Not recorded,{5D57805E-2B5E-41F6-A25E-A529BDB49615},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Brackish,Live,1637789686,,-88,-88,EMPA
28,SC-NEW,Newport Bay,2,19/3/2021 00:00:00,3,4,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,5,2,3,65,Not recorded,{7A8CE383-DEAC-44FF-A3B9-668DD282EE30},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Brackish,Dead,1637789686,,-88,-88,EMPA
4779,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,1,Mud,vegetation,Batis maritima,saltwort,native,50,4,37.5,10,,{2394C345-EE71-4CA0-80F5-8E6DA78ECE19},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4780,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,1,Mud,vegetation,Frankenia salina,alkali heath,native,5,2,3,16,,{BB38C4BE-5FED-49F7-91CB-2BD2B694D7D9},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4781,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,1,Mud,vegetation,Salicornia pacifica,Pickleweed,native,1,1,0.5,18,,{289B1F17-0CDA-46CC-9045-3A77D209908E},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4782,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,1,Mud,vegetation,Salicornia pacifica,Pickleweed,native,80,6,85,22,,{40554C9F-4265-4613-B1C0-E4E655BCC07D},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1673483404,,,-88,Baja-rails
4784,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,2,Mud,vegetation,Batis maritima,saltwort,native,20,3,15,11,,{E53B4F27-A0E5-4AD0-A51E-B7FADA777731},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4785,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,2,Mud,vegetation,Salicornia pacifica,Pickleweed,native,2,2,3,18,,{550B940E-55C3-47E3-AD98-459D29344E0E},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4786,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,2,Mud,vegetation,Salicornia pacifica,Pickleweed,native,90,6,85,20,,{6F9D350F-826E-4E28-8C95-23660C999761},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1673483404,,,-88,Baja-rails
4788,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,3,Mud,vegetation,Batis maritima,saltwort,native,22,3,15,19,,{A208D025-76AF-4D02-856F-675109FEB1AD},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4789,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,3,Mud,vegetation,Salicornia pacifica,Pickleweed,native,90,6,85,28,,{291FA517-2481-41C0-A1E8-85F4ED58B790},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4032,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,3,4,Mud,vegetation,Batis maritima,saltwort,native,20,3,15,25,,{8EE54F6F-5DF4-4DD2-BBEB-5378D6259551},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4033,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,3,5,Mud,vegetation,Batis maritima,saltwort,native,20,3,15,25,,{07C554F0-3EFF-427B-80B2-CA7365BB48F2},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4034,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,2,1,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,7,,{A19762FD-8B7E-4F47-AA23-BE414754914E},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4035,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,2,2,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,14,,{1AE53E57-E55F-41A5-929C-1976576069F8},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4036,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,2,3,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,12,,{F6CAF582-49C5-48B3-A887-F330DB857DF4},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4037,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,2,4,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,15,,{6ABA4C50-1A1E-442B-B90E-A1116D0A0963},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4038,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,2,5,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,14,,{D4FEE51E-C4AD-40AC-B5C3-DC10485905B2},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4039,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,3,1,Mud,vegetation,Batis maritima,saltwort,native,35,4,37.5,26,,{1451022D-6EF6-4828-84F8-39700341D3D7},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4040,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,3,2,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,17,,{40B9F405-66C5-419B-888D-AAD0E5AF82F9},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4041,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,3,3,Mud,vegetation,Batis maritima,saltwort,native,2,2,3,5,,{FF84266E-7A7E-467D-B7CE-ED790FC1514F},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4042,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,3,4,Mud,vegetation,Batis maritima,saltwort,native,2,2,3,8,,{7A4654E0-0B05-4B92-9226-6378D5E571D5},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4043,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,3,5,Mud,vegetation,Batis maritima,saltwort,native,2,2,3,10,,{699743E2-15D8-408B-A64E-05B50F550589},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4790,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,3,Mud,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,24,,{6088B5D5-3703-477C-B23F-CC7A3D7D2766},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1673483404,,,-88,Baja-rails
4791,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,3,Mud,vegetation,Frankenia salina,alkali heath,native,2,2,3,23,,{9BCC7CBF-4EAD-4FEE-9605-E3845D9B15BC},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4793,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,4,Mud,vegetation,Batis maritima,saltwort,native,25,3,15,30,,{ABC679F9-73F8-480A-BDCB-8D5A67A11789},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4794,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,4,Mud,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,18,,{6BA9E337-13B8-44B9-9A2C-9D780BE632B6},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4795,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,4,Mud,vegetation,Salicornia pacifica,Pickleweed,native,25,3,15,21,,{ACABAF20-A397-49A1-A3B6-FAC9581253C3},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1673483404,,,-88,Baja-rails
4796,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,4,Mud,vegetation,Salicornia bigelovii,dwarf glasswort,native,2,2,3,10,,{BB36F9CD-EE6E-4649-9A24-C1A50BF35CB7},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1673483404,,,-88,Baja-rails
4798,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,5,Mud,vegetation,Batis maritima,saltwort,native,10,3,15,17,,{58CA7747-39FD-4FD3-A151-782C44D3E2E2},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4799,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,5,Mud,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,22,,{DEB92580-B808-466F-A454-7CD4764D7FCD},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1673483404,,,-88,Baja-rails
4078,Baja-SQ,Bahia de San Quintin,1,28/3/2022 00:00:00,3,1,Mud,algae,Cyanobacteria,Cyanobacteria,not recorded,60,5,62.5,-88,,{47E7D385-662B-4C3F-A431-CE60A1CD3D51},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,tallestplantheight_cm - Height should be between 0 to 3 metres,,-88,Baja-rails
4079,Baja-SQ,Bahia de San Quintin,1,28/3/2022 00:00:00,3,3,Mud,algae,Cyanobacteria,Cyanobacteria,not recorded,25,3,15,-88,,{D9ABE6BD-EA4D-4218-9069-4B29FE397845},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,tallestplantheight_cm - Height should be between 0 to 3 metres,,-88,Baja-rails
4080,Baja-SQ,Bahia de San Quintin,1,28/3/2022 00:00:00,3,4,Mud,algae,Cyanobacteria,Cyanobacteria,not recorded,80,6,85,-88,,{204BCA86-75E5-441A-9693-79B761B6093A},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,tallestplantheight_cm - Height should be between 0 to 3 metres,,-88,Baja-rails
4800,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,2,5,Mud,vegetation,Salicornia pacifica,Pickleweed,native,90,6,85,28,,{17F51550-F3A4-4315-B49B-40396E221B4D},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1673483404,,,-88,Baja-rails
4802,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,1,Mud,vegetation,Salicornia pacifica,Pickleweed,native,40,4,37.5,44,,{74FE3267-A254-4B97-AEBB-CF5DDCEAA9B8},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
4091,Baja-SQ,Bahia de San Quintin,1,28/3/2022 00:00:00,2,1,Mud,vegetation,Frankenia palmeri,Palmer's frankenia,native,5,2,3,12,,{EC65E20E-656A-4468-B90B-83DEAAF999E0},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4096,Baja-SQ,Bahia de San Quintin,1,28/3/2022 00:00:00,2,5,Mud,vegetation,Frankenia salina,alkali heath,native,5,2,3,16,,{1A19928E-C0B1-4DA2-92C9-37274E6BD12D},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1664421516,,,-88,Baja-rails
4097,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,3,1,Mud,vegetation,Frankenia salina,alkali heath,native,5,2,3,20,,{4CF8D19D-0334-4B74-B35F-46685A077473},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4803,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,1,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,21,,{2A774C70-C94E-4B71-8C9B-8E971A78798E},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
4805,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,2,Mud,vegetation,Salicornia pacifica,Pickleweed,native,50,4,37.5,41,,{6A0C0333-599E-4425-BA32-BB54A935E121},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
4806,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,2,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,32,,{DED63ADC-47E9-4872-A812-7AD1043A646D},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
4808,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,3,Mud,vegetation,Salicornia pacifica,Pickleweed,native,40,4,37.5,45,,{4A796D90-6235-42CA-877C-9B4AB5FFB7FA},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
4809,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,3,Mud,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,50,,{6658986B-9C5B-4A12-993C-318CAF701DF8},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1673483404,,,-88,Baja-rails
4810,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,3,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,29,,{E88A894B-BF8B-4506-87AF-50BBAE07B615},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
4811,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,3,Mud,vegetation,Suaeda esteroa,estuary seablite,native,5,2,3,39,,{5F4E7FFA-A92A-4D82-A53D-0F15AD2C0E96},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
4098,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,3,2,Mud,vegetation,Frankenia salina,alkali heath,native,15,3,15,22,,{1F0702DE-B7BE-414A-88B8-70D52342036F},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 14:55:57,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4813,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,4,Mud,vegetation,Salicornia pacifica,Pickleweed,native,15,3,15,32,,{E7E62A90-1036-4375-B322-89214D97B603},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
4814,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,4,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,28,,{2E96774F-8BF1-472F-BB5A-828CF3E8BBDA},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
4816,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,5,Mud,vegetation,Salicornia pacifica,Pickleweed,native,15,3,15,28,,{FB67F086-5967-4514-8137-A0B4205C8FEE},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
4817,Baja-SQ,Bahia de San Quintin,1,8/10/2022 0:00,3,5,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,33,,{41FACC5D-781F-4B18-BA9A-056EFFF40FFA},checker,12/1/2023 0:30,zaibq@sccwrp.org,19/7/2023 17:30:26,janw@sccwrp.org,SCCWRP,Low marsh,Live,1673483404,,,-88,Baja-rails
