objectid,siteid,estuaryname,stationno,samplecollectiondate,surveytype,netreplicate,scientificname,commonname,identificationnotes,abundance,abundancenotes,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,warnings,submissionid,status,projectid,method
2042,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,4,Fundulus parvipinnis,California killifish,,7,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2043,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,4,Acentrogobius nebulosus,shadow goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,not recorded,Baja-rails,count
2045,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,5,Syngnathus leptorhynchus,bay pipefish,,7,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2046,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,5,Atherinops californiensis,jack silverside,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2047,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,5,Fundulus parvipinnis,California killifish,,8,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2048,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,6,Fundulus parvipinnis,California killifish,,9,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2049,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,6,Syngnathus leptorhynchus,bay pipefish,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2051,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,7,Atherinops californiensis,jack silverside,,4,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2052,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,7,Fundulus parvipinnis,California killifish,,3,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2053,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,7,Acentrogobius nebulosus,shadow goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,not recorded,Baja-rails,count
2054,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,7,Atherinops affinis,topsmelt silverside,,2,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2055,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,8,Fundulus parvipinnis,California killifish,,11,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2056,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,8,Atherinops californiensis,jack silverside,,5,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2057,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,8,Syngnathus leptorhynchus,bay pipefish,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2058,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,9,Fundulus parvipinnis,California killifish,,35,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2059,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,9,Syngnathus leptorhynchus,bay pipefish,,6,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2060,Baja-SQ,Bahia de San Quintin,3,11/10/2022 0:00,beach seine,9,Atherinops affinis,topsmelt silverside,,4,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2061,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,1,Fundulus parvipinnis,California killifish,,87,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2062,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,1,Mugil cephalus,flathead grey mullet,,5,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2063,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,1,Atherinops californiensis,jack silverside,,5,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2064,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,1,Atherinops affinis,topsmelt silverside,,5,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2065,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,2,Fundulus parvipinnis,California killifish,,10,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2066,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,2,Atherinops affinis,topsmelt silverside,,5,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2067,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,2,Gillichthys mirabilis,longjaw mudsucker goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2068,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,2,Ctenogobius sagittula,longtail goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2069,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,2,Syngnathus leptorhynchus,bay pipefish,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2071,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,3,Mugil cephalus,flathead grey mullet,,8,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2072,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,3,Fundulus parvipinnis,California killifish,,123,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2073,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,3,Ctenogobius sagittula,longtail goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2074,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,3,Syngnathus leptorhynchus,bay pipefish,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2075,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,3,Atherinops affinis,topsmelt silverside,,4,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2076,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,4,Fundulus parvipinnis,California killifish,,240,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2078,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,4,Atherinops affinis,topsmelt silverside,,7,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2079,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,4,Mugil cephalus,flathead grey mullet,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2080,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,5,Fundulus parvipinnis,California killifish,,937,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2081,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,5,Atherinops affinis,topsmelt silverside,,4,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2082,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,6,Atherinops affinis,topsmelt silverside,,77,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2083,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,6,Syngnathus leptorhynchus,bay pipefish,,10,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2084,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,6,Fundulus parvipinnis,California killifish,,90,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2085,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,6,Mugil cephalus,flathead grey mullet,,2,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2087,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,6,Paralabrax spp.,juvenile bass,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,not recorded,Baja-rails,count
2088,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,7,Atherinops affinis,topsmelt silverside,,235,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2089,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,7,Fundulus parvipinnis,California killifish,,83,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2090,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,7,Ctenogobius sagittula,longtail goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2091,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,7,Gillichthys mirabilis,longjaw mudsucker goby,,2,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2092,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,7,Syngnathus leptorhynchus,bay pipefish,,12,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2093,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,7,Mugil cephalus,flathead grey mullet,,2,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2094,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,7,Acentrogobius nebulosus,shadow goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,not recorded,Baja-rails,count
2095,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,7,Paralabrax spp.,juvenile bass,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,not recorded,Baja-rails,count
2097,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,8,Fundulus parvipinnis,California killifish,,558,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2098,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,8,Atherinops affinis,topsmelt silverside,,78,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2099,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,8,Gillichthys mirabilis,longjaw mudsucker goby,,3,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2100,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,8,Syngnathus leptorhynchus,bay pipefish,,16,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2101,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,9,Gillichthys mirabilis,longjaw mudsucker goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2102,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,9,Atherinops affinis,topsmelt silverside,,51,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2103,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,9,Fundulus parvipinnis,California killifish,,136,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2104,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,9,Mugil cephalus,flathead grey mullet,,3,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2105,Baja-SQ,Bahia de San Quintin,4,10/10/2022 0:00,beach seine,9,Acentrogobius nebulosus,shadow goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,not recorded,Baja-rails,count
2106,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,1,Fundulus parvipinnis,California killifish,,2,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2107,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,2,Atherinops affinis,topsmelt silverside,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2108,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,2,Fundulus parvipinnis,California killifish,,24,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2110,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,3,Fundulus parvipinnis,California killifish,,2,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2111,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,3,Acentrogobius nebulosus,shadow goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,not recorded,Baja-rails,count
2112,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,4,Fundulus parvipinnis,California killifish,,2,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2113,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,4,Ctenogobius sagittula,longtail goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2115,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,5,Fundulus parvipinnis,California killifish,,28,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2118,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,5,Gillichthys mirabilis,longjaw mudsucker goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2119,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,6,Fundulus parvipinnis,California killifish,,543,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2121,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,6,Acentrogobius nebulosus,shadow goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,not recorded,Baja-rails,count
2124,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,6,Atherinops affinis,topsmelt silverside,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2125,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,7,Fundulus parvipinnis,California killifish,,611,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2129,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,7,Acentrogobius nebulosus,shadow goby,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,not recorded,Baja-rails,count
2130,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,8,Fundulus parvipinnis,California killifish,,630,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
2131,Baja-PB,Estero Punta Banda,1,12/10/2022 0:00,beach seine,8,Mugil cephalus,flathead grey mullet,,1,,{00000000-0000-0000-0000-000000000000},change request app,21/12/2022 13:19:17,duyn@sccwrp.org,21/12/2022 14:34:26,janw@sccwrp.org,SCCWRP,,1671562589,native,Baja-rails,count
